speaker1,speaker2,mixed_audio,speaker1_path,speaker2_path
id03382,id02542,multi_speaker_dataset/train/id03382_id02542_mix.wav,/content/vox2/aac/id03382/ve22woNed24/00172.m4a,/content/vox2/aac/id02542/w60ggD2Zxe0/00105.m4a
id01106,id02465,multi_speaker_dataset/train/id01106_id02465_mix.wav,/content/vox2/aac/id01106/WRjuuae075U/00230.m4a,/content/vox2/aac/id02465/UEmI4r5G-5Y/00117.m4a
id01228,id01333,multi_speaker_dataset/train/id01228_id01333_mix.wav,/content/vox2/aac/id01228/FHHjg0SbOh8/00107.m4a,/content/vox2/aac/id01333/4iv48rM2Qk8/00036.m4a
id02465,id00562,multi_speaker_dataset/train/id02465_id00562_mix.wav,/content/vox2/aac/id02465/mzyWUVgjQn0/00175.m4a,/content/vox2/aac/id00562/0Zh6t-f8MsY/00007.m4a
id01224,id01618,multi_speaker_dataset/train/id01224_id01618_mix.wav,/content/vox2/aac/id01224/w6c2fGhQPhg/00466.m4a,/content/vox2/aac/id01618/pQnlVrKaAZc/00171.m4a
id02685,id01541,multi_speaker_dataset/train/id02685_id01541_mix.wav,/content/vox2/aac/id02685/WRyNA6xW_T0/00061.m4a,/content/vox2/aac/id01541/CJKyboJ1zlw/00051.m4a
id00017,id02745,multi_speaker_dataset/train/id00017_id02745_mix.wav,/content/vox2/aac/id00017/X9M79aB1RS4/00093.m4a,/content/vox2/aac/id02745/0aOZh1TsKe0/00032.m4a
id00812,id03382,multi_speaker_dataset/train/id00812_id03382_mix.wav,/content/vox2/aac/id00812/HxQEu6mKxpE/00137.m4a,/content/vox2/aac/id03382/t_EroZzvoVs/00154.m4a
id00081,id01618,multi_speaker_dataset/train/id00081_id01618_mix.wav,/content/vox2/aac/id00081/w0Jxv9zDAEg/00225.m4a,/content/vox2/aac/id01618/xNW1lBhoHYY/00199.m4a
id02019,id03382,multi_speaker_dataset/train/id02019_id03382_mix.wav,/content/vox2/aac/id02019/zwnynO4BODs/00300.m4a,/content/vox2/aac/id03382/JD9mJTeFLoM/00007.m4a
id03030,id02057,multi_speaker_dataset/train/id03030_id02057_mix.wav,/content/vox2/aac/id03030/K9rgHIut87w/00154.m4a,/content/vox2/aac/id02057/djV-VNvY1dI/00339.m4a
id02576,id02057,multi_speaker_dataset/train/id02576_id02057_mix.wav,/content/vox2/aac/id02576/An-lrbTPfvc/00046.m4a,/content/vox2/aac/id02057/DcMV36gqi-A/00122.m4a
id02019,id00081,multi_speaker_dataset/train/id02019_id00081_mix.wav,/content/vox2/aac/id02019/c_j6ASYmyUw/00164.m4a,/content/vox2/aac/id00081/vvLu_7TpP8c/00213.m4a
id02576,id02057,multi_speaker_dataset/train/id02576_id02057_mix.wav,/content/vox2/aac/id02576/bWGJNH_BGuo/00103.m4a,/content/vox2/aac/id02057/DrbyaYTA1II/00128.m4a
id01892,id02086,multi_speaker_dataset/train/id01892_id02086_mix.wav,/content/vox2/aac/id01892/7sODin7rirc/00036.m4a,/content/vox2/aac/id02086/WMGrV1CBb9w/00267.m4a
id01333,id01509,multi_speaker_dataset/train/id01333_id01509_mix.wav,/content/vox2/aac/id01333/oeu8HplVJz8/00384.m4a,/content/vox2/aac/id01509/sp5wqo8iTeA/00419.m4a
id02057,id00926,multi_speaker_dataset/train/id02057_id00926_mix.wav,/content/vox2/aac/id02057/s5VqJY7DDEE/00393.m4a,/content/vox2/aac/id00926/KV8f4Uucosc/00019.m4a
id01000,id01892,multi_speaker_dataset/train/id01000_id01892_mix.wav,/content/vox2/aac/id01000/_wrFoMLrznk/00073.m4a,/content/vox2/aac/id01892/7sODin7rirc/00068.m4a
id03524,id02317,multi_speaker_dataset/train/id03524_id02317_mix.wav,/content/vox2/aac/id03524/XXbxe3fCQqg/00220.m4a,/content/vox2/aac/id02317/5DOcRIdkKsc/00032.m4a
id01106,id00081,multi_speaker_dataset/train/id01106_id00081_mix.wav,/content/vox2/aac/id01106/MSOyYr8SLMo/00133.m4a,/content/vox2/aac/id00081/5iGVQ364obk/00009.m4a
id01567,id02445,multi_speaker_dataset/train/id01567_id02445_mix.wav,/content/vox2/aac/id01567/H5r189Cvm-s/00081.m4a,/content/vox2/aac/id02445/z5u4yO1EsZo/00110.m4a
id00866,id02577,multi_speaker_dataset/train/id00866_id02577_mix.wav,/content/vox2/aac/id00866/2KYsNinMZ9U/00057.m4a,/content/vox2/aac/id02577/q5YXwYf2LLY/00134.m4a
id01460,id00061,multi_speaker_dataset/train/id01460_id00061_mix.wav,/content/vox2/aac/id01460/Ct1XMedcGHk/00068.m4a,/content/vox2/aac/id00061/DlzVuw1K2qk/00050.m4a
id03041,id01000,multi_speaker_dataset/train/id03041_id01000_mix.wav,/content/vox2/aac/id03041/qyCz5uttaAA/00032.m4a,/content/vox2/aac/id01000/RsZB8-YEt0I/00044.m4a
id02542,id01989,multi_speaker_dataset/train/id02542_id01989_mix.wav,/content/vox2/aac/id02542/cwgUjse_REU/00040.m4a,/content/vox2/aac/id01989/lHhV1UL4lzA/00147.m4a
id02286,id02019,multi_speaker_dataset/train/id02286_id02019_mix.wav,/content/vox2/aac/id02286/bXpavyiCu10/00127.m4a,/content/vox2/aac/id02019/c_j6ASYmyUw/00163.m4a
id02542,id00926,multi_speaker_dataset/train/id02542_id00926_mix.wav,/content/vox2/aac/id02542/gfgfOn-MeS4/00062.m4a,/content/vox2/aac/id00926/7vaWI83MpHU/00009.m4a
id01437,id02577,multi_speaker_dataset/train/id01437_id02577_mix.wav,/content/vox2/aac/id01437/h_pM67Q5KIY/00189.m4a,/content/vox2/aac/id02577/3RJcRB3kd4w/00011.m4a
id02286,id00926,multi_speaker_dataset/train/id02286_id00926_mix.wav,/content/vox2/aac/id02286/RqLrtlwB_-Q/00093.m4a,/content/vox2/aac/id00926/bJNDPEKjpUs/00094.m4a
id01567,id03524,multi_speaker_dataset/train/id01567_id03524_mix.wav,/content/vox2/aac/id01567/MrlkeP2TpYE/00140.m4a,/content/vox2/aac/id03524/cxnnKLQYemo/00262.m4a
id02577,id02286,multi_speaker_dataset/train/id02577_id02286_mix.wav,/content/vox2/aac/id02577/9jOhwGp8WcE/00017.m4a,/content/vox2/aac/id02286/4T-CluJt8WI/00032.m4a
id01509,id02725,multi_speaker_dataset/train/id01509_id02725_mix.wav,/content/vox2/aac/id01509/f550hemoNpE/00302.m4a,/content/vox2/aac/id02725/48uYS3bHIA8/00011.m4a
id02086,id03041,multi_speaker_dataset/train/id02086_id03041_mix.wav,/content/vox2/aac/id02086/zG7Qbte1KIg/00498.m4a,/content/vox2/aac/id03041/uuNqiQ_Ij0U/00035.m4a
id03030,id01989,multi_speaker_dataset/train/id03030_id01989_mix.wav,/content/vox2/aac/id03030/yl-93nl6Skc/00367.m4a,/content/vox2/aac/id01989/T16KgSbv7DI/00120.m4a
id00017,id02019,multi_speaker_dataset/train/id00017_id02019_mix.wav,/content/vox2/aac/id00017/lZf1RB6l5Gs/00148.m4a,/content/vox2/aac/id02019/wxm6fQLaiDI/00279.m4a
id02445,id01106,multi_speaker_dataset/train/id02445_id01106_mix.wav,/content/vox2/aac/id02445/5fkpbbGwmdY/00017.m4a,/content/vox2/aac/id01106/mkgP19APekU/00326.m4a
id03382,id01106,multi_speaker_dataset/train/id03382_id01106_mix.wav,/content/vox2/aac/id03382/ve22woNed24/00170.m4a,/content/vox2/aac/id01106/mkgP19APekU/00318.m4a
id01041,id01437,multi_speaker_dataset/train/id01041_id01437_mix.wav,/content/vox2/aac/id01041/5dwDLHFBgz8/00029.m4a,/content/vox2/aac/id01437/fMB4XR2zppI/00180.m4a
id01298,id00926,multi_speaker_dataset/train/id01298_id00926_mix.wav,/content/vox2/aac/id01298/Z6Wg7TsFgac/00262.m4a,/content/vox2/aac/id00926/daYw42Tsdgs/00115.m4a
id00866,id00419,multi_speaker_dataset/train/id00866_id00419_mix.wav,/content/vox2/aac/id00866/pNbDtfW1JW4/00229.m4a,/content/vox2/aac/id00419/A1SSq-rUp6I/00077.m4a
id02317,id01460,multi_speaker_dataset/train/id02317_id01460_mix.wav,/content/vox2/aac/id02317/OgQdwGCnRp8/00267.m4a,/content/vox2/aac/id01460/d7KXQBmmHS0/00207.m4a
id03347,id02445,multi_speaker_dataset/train/id03347_id02445_mix.wav,/content/vox2/aac/id03347/y_F4aAkN0d8/00419.m4a,/content/vox2/aac/id02445/I0NOfHQycvw/00030.m4a
id01437,id01066,multi_speaker_dataset/train/id01437_id01066_mix.wav,/content/vox2/aac/id01437/rxj2GrFWSwI/00230.m4a,/content/vox2/aac/id01066/bZcezdu868I/00156.m4a
id02057,id00926,multi_speaker_dataset/train/id02057_id00926_mix.wav,/content/vox2/aac/id02057/IVi33j2VLqo/00158.m4a,/content/vox2/aac/id00926/s9XtdppxH9s/00150.m4a
id02548,id01509,multi_speaker_dataset/train/id02548_id01509_mix.wav,/content/vox2/aac/id02548/vCv353rXOQQ/00340.m4a,/content/vox2/aac/id01509/5lpFOpqojEc/00057.m4a
id01460,id03347,multi_speaker_dataset/train/id01460_id03347_mix.wav,/content/vox2/aac/id01460/fwmUDrJYL2k/00222.m4a,/content/vox2/aac/id03347/_NVxlFSjV0I/00230.m4a
id01000,id01593,multi_speaker_dataset/train/id01000_id01593_mix.wav,/content/vox2/aac/id01000/w-heJCr7jto/00117.m4a,/content/vox2/aac/id01593/DTLNY8F4ttQ/00143.m4a
id03178,id01437,multi_speaker_dataset/train/id03178_id01437_mix.wav,/content/vox2/aac/id03178/W3h_IkPVsbM/00165.m4a,/content/vox2/aac/id01437/BPACSuoMZ2k/00055.m4a
id00061,id02057,multi_speaker_dataset/train/id00061_id02057_mix.wav,/content/vox2/aac/id00061/ljIkW4uVVQY/00218.m4a,/content/vox2/aac/id02057/2KL8PfQPmBg/00058.m4a
id01228,id01041,multi_speaker_dataset/train/id01228_id01041_mix.wav,/content/vox2/aac/id01228/PakGScXGXKg/00200.m4a,/content/vox2/aac/id01041/HNSZ2j6_YVs/00154.m4a
id01822,id00866,multi_speaker_dataset/train/id01822_id00866_mix.wav,/content/vox2/aac/id01822/aULZavGdSBE/00107.m4a,/content/vox2/aac/id00866/shG_183xFlw/00243.m4a
id00866,id03030,multi_speaker_dataset/train/id00866_id03030_mix.wav,/content/vox2/aac/id00866/xQ1Yy0kjvjA/00265.m4a,/content/vox2/aac/id03030/pTz652Dx_6w/00233.m4a
id02745,id03127,multi_speaker_dataset/train/id02745_id03127_mix.wav,/content/vox2/aac/id02745/0aOZh1TsKe0/00017.m4a,/content/vox2/aac/id03127/TtFfWu9vKp8/00206.m4a
id01066,id00081,multi_speaker_dataset/train/id01066_id00081_mix.wav,/content/vox2/aac/id01066/Hqtd-YGQaEY/00067.m4a,/content/vox2/aac/id00081/WJKmYaDUs20/00109.m4a
id02465,id01892,multi_speaker_dataset/train/id02465_id01892_mix.wav,/content/vox2/aac/id02465/Ig0s8dTqQXw/00078.m4a,/content/vox2/aac/id01892/7sODin7rirc/00048.m4a
id02465,id02685,multi_speaker_dataset/train/id02465_id02685_mix.wav,/content/vox2/aac/id02465/BfzqhbsRhuE/00050.m4a,/content/vox2/aac/id02685/_pSAZddhxzo/00063.m4a
id02465,id01618,multi_speaker_dataset/train/id02465_id01618_mix.wav,/content/vox2/aac/id02465/6jp5YsZYtHI/00021.m4a,/content/vox2/aac/id01618/7s-JvICR0sM/00035.m4a
id01066,id00926,multi_speaker_dataset/train/id01066_id00926_mix.wav,/content/vox2/aac/id01066/aPB2u8N-jLs/00154.m4a,/content/vox2/aac/id00926/bJNDPEKjpUs/00096.m4a
id02181,id02086,multi_speaker_dataset/train/id02181_id02086_mix.wav,/content/vox2/aac/id02181/pJf9m2YAREo/00134.m4a,/content/vox2/aac/id02086/mr0F72YQgn4/00414.m4a
id03524,id01000,multi_speaker_dataset/train/id03524_id01000_mix.wav,/content/vox2/aac/id03524/Cqh4rBSoViA/00052.m4a,/content/vox2/aac/id01000/w-heJCr7jto/00144.m4a
id01460,id01228,multi_speaker_dataset/train/id01460_id01228_mix.wav,/content/vox2/aac/id01460/pyZmIIfRmvw/00311.m4a,/content/vox2/aac/id01228/ILoRgyB3_AI/00130.m4a
id02577,id02685,multi_speaker_dataset/train/id02577_id02685_mix.wav,/content/vox2/aac/id02577/LgIR54ySi-4/00028.m4a,/content/vox2/aac/id02685/4JDRxqYC0a4/00008.m4a
id02317,id03524,multi_speaker_dataset/train/id02317_id03524_mix.wav,/content/vox2/aac/id02317/OgQdwGCnRp8/00268.m4a,/content/vox2/aac/id03524/f5jwhY8pFuY/00303.m4a
id02548,id01333,multi_speaker_dataset/train/id02548_id01333_mix.wav,/content/vox2/aac/id02548/Gyg0hohEtZ0/00093.m4a,/content/vox2/aac/id01333/9KhvSxKE6Mc/00047.m4a
id02086,id02577,multi_speaker_dataset/train/id02086_id02577_mix.wav,/content/vox2/aac/id02086/8aeZAAww9Sg/00099.m4a,/content/vox2/aac/id02577/kELjYP7ylg8/00081.m4a
id03178,id01593,multi_speaker_dataset/train/id03178_id01593_mix.wav,/content/vox2/aac/id03178/W3h_IkPVsbM/00172.m4a,/content/vox2/aac/id01593/878rHeuWeTo/00054.m4a
id01541,id00812,multi_speaker_dataset/train/id01541_id00812_mix.wav,/content/vox2/aac/id01541/I_dqTS_mXnQ/00091.m4a,/content/vox2/aac/id00812/dX4t8xaz47s/00282.m4a
id02019,id03030,multi_speaker_dataset/train/id02019_id03030_mix.wav,/content/vox2/aac/id02019/53cGvGDwsOY/00016.m4a,/content/vox2/aac/id03030/ztTRoG6VlRk/00427.m4a
id00081,id01593,multi_speaker_dataset/train/id00081_id01593_mix.wav,/content/vox2/aac/id00081/w0Jxv9zDAEg/00236.m4a,/content/vox2/aac/id01593/Z2Zbr8Tpero/00336.m4a
id01041,id00061,multi_speaker_dataset/train/id01041_id00061_mix.wav,/content/vox2/aac/id01041/1UYZqPpavtk/00001.m4a,/content/vox2/aac/id00061/4kSyBHethpE/00034.m4a
id00061,id02745,multi_speaker_dataset/train/id00061_id02745_mix.wav,/content/vox2/aac/id00061/nrI2uwhFFto/00257.m4a,/content/vox2/aac/id02745/AnT9rKPkKG0/00062.m4a
id00154,id01224,multi_speaker_dataset/train/id00154_id01224_mix.wav,/content/vox2/aac/id00154/9dgHOJUJhiE/00008.m4a,/content/vox2/aac/id01224/NDUOaWdMVbs/00139.m4a
id00061,id01228,multi_speaker_dataset/train/id00061_id01228_mix.wav,/content/vox2/aac/id00061/dYDZxcuCWOo/00148.m4a,/content/vox2/aac/id01228/ApUy5iGR3Yc/00091.m4a
id02577,id01509,multi_speaker_dataset/train/id02577_id01509_mix.wav,/content/vox2/aac/id02577/hE-4e1vEiT8/00080.m4a,/content/vox2/aac/id01509/1EJ082XnBFM/00002.m4a
id01618,id02685,multi_speaker_dataset/train/id01618_id02685_mix.wav,/content/vox2/aac/id01618/7s-JvICR0sM/00036.m4a,/content/vox2/aac/id02685/me6cdZCM2FY/00097.m4a
id02725,id00081,multi_speaker_dataset/train/id02725_id00081_mix.wav,/content/vox2/aac/id02725/48uYS3bHIA8/00003.m4a,/content/vox2/aac/id00081/oICidf_tyKI/00180.m4a
id02286,id02057,multi_speaker_dataset/train/id02286_id02057_mix.wav,/content/vox2/aac/id02286/4T-CluJt8WI/00005.m4a,/content/vox2/aac/id02057/DrbyaYTA1II/00130.m4a
id01892,id01298,multi_speaker_dataset/train/id01892_id01298_mix.wav,/content/vox2/aac/id01892/iG6S0uy-TIQ/00119.m4a,/content/vox2/aac/id01298/tAQVEmDyrPs/00387.m4a
id00812,id03382,multi_speaker_dataset/train/id00812_id03382_mix.wav,/content/vox2/aac/id00812/YdyJmnqCONA/00248.m4a,/content/vox2/aac/id03382/PQzU-p_X-4Y/00018.m4a
id01460,id02548,multi_speaker_dataset/train/id01460_id02548_mix.wav,/content/vox2/aac/id01460/m3sVq0bRZww/00249.m4a,/content/vox2/aac/id02548/czIUc1LvOqw/00258.m4a
id00081,id00419,multi_speaker_dataset/train/id00081_id00419_mix.wav,/content/vox2/aac/id00081/w0Jxv9zDAEg/00246.m4a,/content/vox2/aac/id00419/EtK0MJW8qs0/00122.m4a
id03041,id00061,multi_speaker_dataset/train/id03041_id00061_mix.wav,/content/vox2/aac/id03041/vKA93DhZafI/00041.m4a,/content/vox2/aac/id00061/ljIkW4uVVQY/00220.m4a
id02685,id01509,multi_speaker_dataset/train/id02685_id01509_mix.wav,/content/vox2/aac/id02685/4JDRxqYC0a4/00014.m4a,/content/vox2/aac/id01509/UZL8Obdt--8/00181.m4a
id00061,id00926,multi_speaker_dataset/train/id00061_id00926_mix.wav,/content/vox2/aac/id00061/4InoPp58-vw/00024.m4a,/content/vox2/aac/id00926/mU7TnrLDMu0/00120.m4a
id02057,id00017,multi_speaker_dataset/train/id02057_id00017_mix.wav,/content/vox2/aac/id02057/TddnW2TaXrc/00253.m4a,/content/vox2/aac/id00017/lZf1RB6l5Gs/00164.m4a
id00562,id01437,multi_speaker_dataset/train/id00562_id01437_mix.wav,/content/vox2/aac/id00562/v4qEmooSgEA/00242.m4a,/content/vox2/aac/id01437/ipa-pF5Hi0A/00199.m4a
id02542,id01460,multi_speaker_dataset/train/id02542_id01460_mix.wav,/content/vox2/aac/id02542/glhCf1hwJhE/00070.m4a,/content/vox2/aac/id01460/wWsSBJDGg1k/00335.m4a
id03030,id01892,multi_speaker_dataset/train/id03030_id01892_mix.wav,/content/vox2/aac/id03030/8Znay2UkKJ0/00014.m4a,/content/vox2/aac/id01892/7sODin7rirc/00036.m4a
id02465,id00817,multi_speaker_dataset/train/id02465_id00817_mix.wav,/content/vox2/aac/id02465/Ig0s8dTqQXw/00080.m4a,/content/vox2/aac/id00817/0ZfPJikvUaM/00005.m4a
id01593,id01892,multi_speaker_dataset/train/id01593_id01892_mix.wav,/content/vox2/aac/id01593/E_I7sbuP0KA/00181.m4a,/content/vox2/aac/id01892/7sODin7rirc/00013.m4a
id02745,id00866,multi_speaker_dataset/train/id02745_id00866_mix.wav,/content/vox2/aac/id02745/0aOZh1TsKe0/00004.m4a,/content/vox2/aac/id00866/N0kRo-X6gNM/00151.m4a
id02057,id03382,multi_speaker_dataset/train/id02057_id03382_mix.wav,/content/vox2/aac/id02057/6fVhhAD8Lig/00079.m4a,/content/vox2/aac/id03382/t_EroZzvoVs/00092.m4a
id02548,id01437,multi_speaker_dataset/train/id02548_id01437_mix.wav,/content/vox2/aac/id02548/jYdvbbMytXM/00286.m4a,/content/vox2/aac/id01437/SbSbYoKtF7c/00128.m4a
id01000,id01333,multi_speaker_dataset/train/id01000_id01333_mix.wav,/content/vox2/aac/id01000/lC9J8CcOsQU/00089.m4a,/content/vox2/aac/id01333/TOx7VV4LJfg/00220.m4a
id01298,id02445,multi_speaker_dataset/train/id01298_id02445_mix.wav,/content/vox2/aac/id01298/zw76LSgzzS8/00492.m4a,/content/vox2/aac/id02445/TB3hBCdrgNU/00055.m4a
id01460,id01066,multi_speaker_dataset/train/id01460_id01066_mix.wav,/content/vox2/aac/id01460/G4pw2pRAMDk/00086.m4a,/content/vox2/aac/id01066/aPB2u8N-jLs/00128.m4a
id01593,id01509,multi_speaker_dataset/train/id01593_id01509_mix.wav,/content/vox2/aac/id01593/neAk6K8BvTA/00402.m4a,/content/vox2/aac/id01509/29k8RtSUjE0/00027.m4a
